"Pass","UB-4964 (Cod30)","UB-4960 (BuD391B)","UB-6476 (BuD339)","UB-4734 (MH105c)","UB-4732 (MH094)","UB-4890 (MelSG075)","UB-4728 (MH064)","UB-6041 (CasD182)","UB-6038 (CasD183)","UB-4959 (BuD391A)","UB-4511 (EH090)","UB-4512 (EH091)","MelSG077","UB-4885 (MelSG078)","UB-4884 (MelSG079)","UB-4882 (MelSG080)","UB-4733 (MH095)","UB-6473 (BuD250)","UB-4735 (Ber022)","UB-4739 (Ber134/1)","UB-4836 (WG27)","UB-6472 (BuD222)","UB-6037 (CasD134)","UB-4888 (MelSG089)","UB-6040 (CasD053)","UB-4707 (EH079)","UB-6035 (CasD096)","UB-4975 (AstCli12)","UB-4984 (Lec018)","UB-4835 (ApD134)","UB-4729 (MH068)","UB-6034 (CasD120)","UB-4705 (WHes123)","UB-6033 (WHes113)","UB-4709 (EH014)","UB-4708 (EH083)","UB-5208 (ApD107)","UB-4077 (But4275)","UB-4965 (ApD117)","UB-4889 (MelSG069)","UB-4963 (SPTip208)","UB-6032 (SPTip073)","UB-6036 (CasD013)","UB-4887 (MelSG082)","UB-4883 (MelSG095)","UB-4042 (But1674)","UB-4552 (MaDE3)","UB-4507 (Lec187)","UB-4706 (WHes118)","UB-4502 (Lec138)","UB-4504 (Lec179)","UB-4910 (BloodH22)","UB-4506 (Lec172/2)","UB-4551 (MaDE1 & E2)","UB-4554 (MaDF2)","UB-4549 (MaDC7)","UB-4553 (MaDD10)","UB-6042 (CasD088)","UB-4501 (Lec014)","UB-4503 (Lec148)","SUERC-51539 (ERL G353)","SUERC-51548 (ERL G210)","SUERC-51553 (ERL G116)","SUERC-39108 ERLK G322","SUERC-39109 ERL G362","SUERC-39112 ERL G405","SUERC-51560 ERL G038","SUERC-39091 (ERL G003)","SUERC-39092 (ERL G005)","SUERC-39113 (ERL G417)","SUERC-51549 (ERL G195)","SUERC-51543 (ERL G281)","SUERC-51551 (ERL G193)","SUERC-51552 (ERL G107)","SUERC-39100 (ERL G266)","SUERC-51550 (ERL G254)","SUERC-39096 (ERL G112)",
97180,637.321,529.312,510.14,528.804,556.203,551.842,574.863,584.833,625.813,625.494,579.095,757.737,594.279,625.023,646.203,651.612,467.565,507.176,489.685,488.538,482.273,451.226,450.901,486.834,561.209,478.548,596.987,556.651,565.833,576.817,588.154,574.644,540.469,567.632,569.521,576.729,621.901,628.037,623.758,598.524,642.052,611.654,619.216,642.486,607.26,607.081,761.916,647.349,654.32,654.747,673.282,654.97,660.082,751.021,664.317,682.826,756.562,752.754,660.131,762.74,594.891,685.292,621.942,497.888,482.121,445.112,472.633,458.306,538.691,569.399,586.564,592.643,618.303,643.239,624.804,646.753,603.192,
97200,641.957,521.664,513.632,532.336,564.638,564.98,585.422,550.981,631.33,630.243,566.531,659.997,580.264,628.171,651.543,652.249,517.551,518.567,446.259,595.542,527.78,548.389,518.044,491.71,557.825,456.665,544.105,562.531,567.437,579.234,555.186,594.132,595.534,600.843,568.007,617.817,594.357,588.293,592.723,603.769,610.225,620.723,629.685,647.876,647.605,653.778,663.108,637.08,647.582,648.247,658.193,659.549,665.43,761.857,674.574,683.312,756.989,665.045,759.483,717.2,635.09,675.991,618.792,489.386,474.426,531.371,494.712,434.148,537.039,476.437,632.04,560.002,636.303,644.179,583.346,653.523,600.478,
97220,649.241,516.145,523.317,513.672,536.65,553.902,575.623,554.615,623.399,603.958,566.531,668.473,592.385,602.124,653.949,656.091,461.762,478.875,525.15,447.325,440.474,485.421,462.834,448.343,570.832,557.785,564.063,594.301,559.806,582.619,595.624,583.233,587.484,562.99,588.918,625.67,576.487,594.012,603.591,606.035,645.841,606.156,644.96,626.596,642.441,624.599,653.001,631.671,644.297,648.693,648.195,657.859,608.311,749.753,693.82,754.206,671.702,761.152,671.948,752.882,631.371,656.458,639.145,529.674,478.206,481.799,482.554,530.368,476.349,558.591,596.064,619.83,622.551,612.742,589.138,617.332,638.761,
97240,642.56,513.991,531.364,528.526,526.174,559.882,559.464,576.876,596.566,649.141,579.27,667.898,571.693,578.469,638.878,661.211,509.225,503.613,519.65,463.588,469.176,450.73,561.868,452.25,554.227,552.878,552.704,576.019,580.138,565.351,548.146,559.881,595.676,593.693,607.029,563.241,563.432,629.788,603.734,629.672,608.119,619.979,654.328,632.41,617.337,622.853,662.579,618.883,642.624,660.672,660.489,655.979,627.973,672.433,658.922,754.084,679.023,742.986,748.139,674.434,612.843,671.52,655.214,442.615,450.395,539.641,541.463,479.391,453.393,565.654,587.703,630.74,627.705,642.611,589.476,646.862,645.068,
97260,646.943,527.657,518.746,519.834,534.073,535.413,580.301,554.74,624.398,647.494,571.597,666.481,580.088,582.403,650.68,661.211,455.678,551.496,552.804,447.937,485.994,449.468,564.521,571.921,554.227,556.406,572.828,561.746,566.968,572.24,589.115,580.482,575.907,593.224,605.359,570.893,581.053,578.892,604.034,603.847,646.569,630.43,622.678,615.677,634.758,611.5,662.579,601.406,656.143,655.664,616.983,654.844,612.465,756.679,660.869,664.844,756.743,748.776,696.459,768.899,633.609,660.081,662.738,450.681,483.301,515.214,445.4,473.135,496.383,592.851,601.604,642.355,616.776,642.698,604.085,648.488,582.891,
97280,638.941,532.579,533.685,540.31,552.34,551.314,580.753,572.878,618.306,639.899,555.986,666.521,570.946,596.865,644.767,752.76,534.931,455.443,451.433,555.335,564.658,504.304,557.749,564.995,515.669,452.818,575.907,591.329,550.653,591.841,577.759,555.925,572.159,571.31,582.88,558.041,566.151,618.992,599.949,631.687,637.661,640.377,627.607,642.064,637.829,606.353,661.568,622.341,612.961,663.781,672.134,654.844,658.444,665.151,660.869,752.456,741.969,670.175,702.21,750.31,639.691,660.957,662.738,507.97,552.133,542.117,571.171,451.411,534.418,571.984,601.215,577.629,641.823,617.708,599.317,653.669,630.925,
97300,642.19,509.733,532.629,531.642,528.487,561.587,597.201,578.592,607.798,620.785,576.635,663.386,574.028,576.442,612.97,642.267,427.36,456.017,458.002,548.593,452.569,445.064,536.225,596.664,522.09,572.62,554.205,586.695,552.06,569.642,585.718,600.447,582.529,578.185,588.039,562.813,563.256,588.524,578.456,598.987,602.368,609.97,624.76,642.506,599.09,625.836,661.568,644.844,620.029,650.393,619.071,656.326,671.011,762.495,674.024,658.12,745.856,666.724,672.43,683.945,584.264,660.957,656.467,540.152,486.145,493.876,544.977,495.787,480.758,596.63,601.659,593.562,605.629,648.042,582.409,647.83,589.965,
97320,634.611,528.916,522.151,529.67,514.712,578.213,618.12,561.977,629.334,616.404,545.005,658.771,575.388,603.53,626.889,632.151,426.048,529.938,516.536,443.999,452.432,510.696,553.15,584.577,574.341,568.446,582.56,561.763,601.627,560.728,578.312,573.273,551.883,577.25,595.817,592.361,619.576,633.944,583.887,603.218,636.892,609.97,624.76,618.498,651.327,652.396,666.299,661.978,613.99,646.489,657.254,653.813,650.64,670.293,655.029,754.748,756.852,750.922,671.955,745.596,598.723,666.236,664.803,512.829,453.057,491.364,516.309,423.315,429.926,589.21,612.925,606.398,653.868,623.959,579.813,648.655,636.154,
97340,640.597,525.734,522.263,512.451,534.543,577.313,560.39,585.665,601.077,616.404,582.149,655.392,584.256,629.932,653.128,665.258,508.781,474.528,580.044,531.043,535.106,453.855,539.455,573.527,578.594,550.188,535.368,587.004,591.975,579.189,619.484,556.43,540.019,582.739,635.037,576.683,578.158,587.898,594.808,576.989,630.794,640.291,618.916,633.905,638.996,607.998,645.211,632.815,620.356,652.963,650.632,653.813,661.404,673.649,759.389,705.487,674.645,685.732,667.689,759.37,598.733,676.029,667.328,491.424,514.35,458.678,445.592,422.656,488.65,541.581,579.355,589.47,603.113,638.226,568.074,651.45,597.322,
97360,649.602,523.421,524.71,531.526,526.272,555.892,560.447,573.218,626.435,645.559,566.094,663.023,595.603,605.289,616.367,675.884,514.082,490.215,486.877,540.171,546.45,564.871,484.096,443.905,549.175,547.16,552.746,575.332,589.518,608.459,607.325,563.336,549.246,587.032,558.833,561.332,606.893,590.779,600.867,610.332,633.597,637.916,611.545,595.092,633.695,600.411,652.964,645.171,610.539,652.963,650.331,653.813,665.004,671.725,758.87,683.028,669.13,662.243,667.046,688.288,585.999,762.215,671.823,540.274,448.145,528.51,550.014,505.343,445.128,590.25,590.802,609.019,615.452,615.983,568.976,651.017,621.614,
97380,646.326,530.009,519.313,516.632,559.494,538.373,599.186,576.463,628.478,651.58,575.338,669.174,589.72,595.028,610.265,645.146,472.793,499.704,452.408,458.8,557.828,486.001,551,544.323,538.911,571.33,562.281,579.66,589.518,589.99,562.698,559.175,573.611,585.155,604.284,573.194,592.232,646.521,598.977,626.151,615.709,639.562,615.561,622.059,598.069,618.482,654.04,644.847,645.517,653.044,652.026,769.097,664.536,698.205,700.808,678.262,660.075,749.239,666.045,679.815,631.2,749.842,665.286,449.246,540.746,521.784,481.894,491.794,468.932,549.917,544.942,591.382,613.804,609.657,595.019,651.017,633.468,
97400,636.169,529.008,532.113,511.58,516.603,548.645,569.723,556.442,633.149,620.382,568.624,659.527,563.632,567.376,629.581,655.999,524.983,495.579,458.512,532.486,457.3,495.802,551.122,568.138,543.942,474.154,584.646,591.393,563.06,571.229,589.385,595.042,597.296,577.21,584.665,593.678,629.53,600.838,579.481,637.84,627.853,640.216,615.561,622.304,568.111,654.215,654.04,651.019,655.374,662.211,652.026,658.883,667.267,757.23,666.718,665.701,698.307,679.262,670.258,674.5,625.118,760.004,656.182,448.184,490.524,438.431,443.228,500.14,414.197,547.154,586.476,584.992,643.947,627.247,566.212,648.679,642.481,
97420,630.734,519.426,535.839,517.709,513.55,555.208,549.761,554.444,610.285,608.571,570.978,664.221,589.478,593.88,642.523,651.933,526.443,480.64,499.607,481.08,485.489,544.238,544.498,560.324,544.402,584.578,545.843,571.34,584.059,594.908,576.971,569.245,553.839,576.38,591.611,607.949,591.802,598.02,632.089,625.245,609.787,606.813,616.945,618.358,637.437,646.6,650.608,646.541,610.045,639.95,650.337,661.165,658.641,673.346,664.465,746.68,660.177,654.604,763.797,686.963,588.564,760.562,660.738,480.194,497.677,443.344,556.064,447.531,446.736,553.786,608.935,599.435,640.401,622.763,588.203,648.679,638.424,
97440,634.838,513.584,517.197,548.633,543.352,555.4,605.513,565.131,642.911,614.488,589.226,653.019,583.477,587.682,650.809,651.933,416.698,464.783,448.011,543.091,456.414,452.214,449.892,498.886,543.59,574.887,573.297,572.701,555.351,581.563,571.54,570.902,572.899,596.935,560.912,613.827,629.971,588.841,578.633,579.052,615.666,630.99,605.661,616.033,624.718,646.6,652.604,606.231,619.308,612.121,658.279,661.165,658.641,665.046,682.495,771.015,663.692,662.275,723.171,664.174,636.123,770.349,667.088,492.148,448.083,550.928,508.184,531.634,469.977,553.786,557.406,580.171,597.653,642.094,602.24,642.359,645.306,
97460,646.68,510.37,532.416,512.276,540.499,551.924,599.504,557.618,579.672,648.917,557.025,666.327,573.265,637.877,649.338,652.606,495.893,528.592,481.549,432.273,450.086,542.551,550.711,550.822,490.16,552.928,586.207,566.175,565.782,562.357,607.669,590.328,571.464,597.448,595.299,582.311,590.378,581.25,634.898,584.669,627.346,609.152,643.518,644.527,613.041,606.564,654.065,649.627,617.234,618.811,669.391,659.336,742.88,661.86,663.334,702.281,658.284,665.889,688.651,666.749,592.839,680.114,676.634,494.7,480.494,541.167,511.499,433.674,471.921,564.657,587.493,577.068,596.161,648.265,602.24,642.359,612.056,
97480,655.324,510.401,538.371,548.016,542.166,554.927,573.224,589.366,601.989,624.846,566.568,662.552,607.138,630.155,644.075,661.261,462.306,487.752,462.801,463.115,439.838,552.721,445.353,585.186,583.578,544.36,556.862,561.415,573.228,576.689,599.994,565.489,575.865,584.025,599.381,584.603,617.792,593.407,645.538,604.345,605.926,606.114,652.792,621.199,654.972,646.027,654.065,615.34,626.19,650.262,610.338,659.336,654.084,664.07,655.204,672.622,666.715,755.746,770.874,672.486,611.311,698.758,658.708,504.272,511.115,540.47,433.818,536.266,491.464,574.269,604.091,577.068,620.519,651.176,584.981,644.56,607.012,
97500,641.225,518.758,533.802,562.169,543.596,554.378,600.198,544.542,627.305,627.442,588.915,699.436,580.186,589.896,618.699,653.767,464.363,520.418,569.454,542.694,491.327,567.512,542.613,557.024,589.521,600.466,552.633,581.853,450.15,564.213,470.932,561.254,556.139,583.205,582.018,588.984,585.192,627.327,598.836,607.168,630.085,624.211,643.285,602.166,620.819,607.693,654.28,656.628,613.737,647.642,641.718,650.897,667.222,670.433,676.894,712.951,673.599,670.035,768.161,669.949,634.94,744.836,659.48,541.17,463.106,490.828,456.014,517.787,488.056,561.697,588.538,567.366,628.699,652.216,606.565,653.11,625.896,
97520,635.493,515.59,546.37,539.534,545.66,547.833,551.673,554.945,577.506,612.462,436.394,757.521,597.594,598.768,617.626,654.649,540.875,463.777,537.856,548.424,577.44,472.857,541.551,539.212,539.435,548.565,552.633,486.658,587.705,583.262,590.803,555.846,571.871,570.796,570.982,568.891,595.06,585.664,621.232,601.587,629.483,649.393,618.49,618.376,643.212,609.313,654.28,610.751,623.039,614.735,663.566,658.695,661.897,771.034,662.963,673.235,739.112,669.248,667.197,677.9,637.35,669.468,671.324,483.072,476.651,494.362,540.055,511.123,454.54,514.639,630.71,589.13,616.272,647.391,559.923,617.789,612.904,
97540,632.887,532.293,535.341,531.098,556.486,633.451,593.321,559.443,622.437,636.952,568.814,658.987,580.423,599.947,615.816,654.649,545.17,513.032,446.104,453.873,541.417,552.202,494.456,555.916,550.861,564.684,574.931,577.529,556.506,585.038,585.562,598.602,573.501,589.481,577.313,591.166,597.98,564.563,578.834,585.106,651.901,617.324,612.164,628.999,643.222,648.973,657.802,649.465,613.576,644.268,649.669,660.239,663.092,705.959,747.576,669.437,756.003,751.977,758.301,684.84,627.805,768.43,751.759,489.716,507.127,545.622,447.298,540.179,483.074,550.782,576.179,573.132,605.306,621.149,583.83,620.076,620.937,
97560,644.626,513.292,530.131,516.899,528.985,556,561.655,570.113,604.616,618.118,626.021,658.987,580.423,597.401,644.354,654.649,496.755,441.973,459.639,458.32,480.447,453.296,487.725,554.221,538.927,577.204,548.725,579.623,573.753,583.01,580.166,578.746,571.852,584.988,560.567,604.625,587.895,589.573,571.022,600.534,647.212,649.413,641.041,604.642,656.421,611.049,656.25,650.268,638.35,654.327,665.983,659.515,654.891,664.422,686.615,754.105,692.9,669.592,701.876,766.819,641.422,666.435,656.579,523.259,499.368,507.343,516.254,434.069,542.738,561.84,576.618,602.816,600.267,646.265,595.012,627.425,606.979,
97580,639.842,524.124,510.653,536.111,547.108,537.885,563.925,552.675,601.158,646.854,590.61,668.655,590.402,595.616,656.222,682.206,515.684,465.789,540.754,545.919,508.967,544.372,566.684,543.716,541.466,584.61,580.536,562.613,591.018,566.505,578.063,594.652,630.28,582.408,621.947,605.399,630.261,597.879,490.298,599.207,614.176,646.139,612.165,635.984,601.147,634.098,662.629,612.163,615.503,647.913,650.046,658.421,668.598,657.728,664.273,769.277,681.657,671.053,746.261,680.661,611.881,661.725,661.2,534.452,498.579,532.252,450.916,462.181,538.865,578.371,570.666,563.267,644.654,613.876,561.667,637.664,615.704,
97600,640.001,517.658,524.271,516.822,542.835,556.797,561.841,585.175,605.64,604.473,553.301,746.689,606.72,626.849,647.895,655.663,425.735,430.711,537.21,443.572,478.626,550.203,447.087,565.077,554.334,519.402,563.641,564.722,553.768,585.7,586.736,586.287,562.098,564.353,556.344,572.85,635.024,626.66,575.234,617.249,652.611,633.257,625.901,631.384,640.943,610.115,662.629,617.237,660.289,645.855,653.241,652.469,668.598,705.915,665.66,683.004,695.25,755.184,696.572,668.89,616.036,682.774,650.594,485.881,494.353,522.092,447.396,526.007,497.329,583.473,562.838,598.594,606.321,647.773,573.901,641.196,638.084,
97620,648.031,521.265,541.826,543.985,544.313,531.606,606.5,597.096,600.007,644.242,597.232,666.716,574.364,640.351,647.328,650.486,489.821,544.257,481.512,541.687,574.186,579.649,549.097,482.845,499.159,544.502,562.458,575.318,557.992,547.659,572.165,585.31,565.53,630.209,564.2,579.654,591.341,596.457,619.212,613.372,607.829,641.927,641.742,624.801,613.502,610.115,646.261,657.425,644.342,651.145,608.96,652.469,664.801,671.131,756.577,687.362,763.427,666.078,751.14,667.525,625.069,754.604,667.19,502.87,447.476,542.254,557.579,537.478,479.195,580.027,590.411,596.542,598.899,616.468,573.524,648.892,635.806,
97640,638.739,515.066,516.487,520.255,515.978,559.752,571.659,571.09,580.125,630.174,580.489,665.512,593.438,605.719,645.401,657.769,515.292,526.387,554.986,479.389,487.305,536.684,561.407,478.587,567.956,556.231,552.278,563.388,549.097,580.548,573.57,599.842,573.508,594.356,555.558,550.782,591.341,601.393,635.267,588.526,644.669,618.648,610.831,624.801,635.401,599.873,664.855,654.198,642.279,617.88,594.822,659.529,658.069,759.397,654.493,761.878,672.032,660.634,753.621,663.798,638.896,667.35,659.969,507.949,457.505,519.456,438.293,525.624,512.02,552.04,588.162,581.845,607.545,642.846,595.786,646.709,618.921,
97660,647.733,526.746,513.646,531.76,540.921,543.731,558.407,596.885,611.654,642.177,546.66,679.107,599.081,611.401,647.722,660.772,520.304,513.85,439.169,444.989,526.935,514.035,541.023,546.6,556.157,570.811,591.513,562.381,571.553,575.102,561.7,582.178,593.732,592.542,592.787,607.919,587.254,599.506,574.673,605.828,622.387,619.428,615.477,614.813,655.186,622.054,678.962,654.198,644.402,652.79,655.781,659.529,755.129,762.949,674.709,749.81,754.135,662.462,747.093,678.59,606.275,670.263,658.267,533.655,538.551,527.282,511.073,505.184,459.284,552.04,583.982,577.291,641.055,636.231,613.131,648.76,618.275,
97680,637.842,530.579,524.425,537.825,528.139,556.758,564.874,594.198,627.389,649.41,577.959,671.767,578.742,631.019,652.674,718.852,444.449,506.155,475.461,541.496,535.925,441.339,554.872,430.267,561.083,482.352,574.657,562.381,558.133,575.093,571.324,582.178,567.413,593.899,600.598,618.437,579.52,635.844,561.782,598.364,643.633,616.524,611.279,617.615,641.816,614.671,665.222,656.373,635.171,647.069,668.374,657.213,766.153,668.642,761.916,668.933,690.832,749.694,684.063,765.384,642.812,673.085,655.691,477.696,448.722,489.62,477.323,463.683,475.225,474.521,588.07,600.386,635.847,611.145,636.862,614.841,610.804,
97700,640.526,515.938,532.021,539.907,543.753,548.392,561.095,586.622,642.732,588.669,577.268,675.012,601.015,601.232,625.754,767.931,509.808,451.085,493.163,516.777,558.47,547.717,551.1,563.857,552.28,553.728,577.274,555.258,557.884,588.85,569.232,577.631,592.334,606.111,622.128,589.941,592.782,556.458,576.871,602.972,613.285,643.286,645.176,641.81,647.96,622.057,658.544,648.299,659.801,656.698,691.53,657.213,666.713,682.606,682.248,682.403,661.653,749.694,684.477,668.804,601.459,658.986,662.09,480.018,526.178,451.226,559.765,518.816,425.064,565.217,578.894,584.897,602.028,645.359,583.691,641.972,637.031,
97720,649.677,512.08,533.303,533.531,531.259,541.948,588.994,564.133,609.413,602.39,591.262,670.114,583.924,631.619,639.573,751.371,447.501,435.463,435.775,493.476,555.8,548.709,538.764,514.378,561.503,572.386,569.009,591.265,580.158,564.897,594.762,596.143,583.345,584.04,596.972,591.565,612.397,588.592,570.143,606.616,597.858,610,616.726,641.81,647.059,649.173,653.29,639.041,623.138,653.879,721.131,657.213,666.713,660.168,675.148,761.154,662.938,665.678,668.225,665.696,617.227,664.572,662.09,524.178,494.479,467.226,594.296,542.126,448.255,545.87,575.696,614.341,603.156,620.755,590.975,616.726,624.913,
97740,646.704,521.994,535.687,536.766,537.946,535.866,569.17,573.879,609.86,650.425,576.33,665.112,581.277,587.605,641.018,662.654,518.242,492.193,488.661,552.575,530.099,545.57,571.128,586.915,543.972,586.843,589.509,568.313,601.354,563.006,586.596,571.793,564.327,579.795,568.765,579.908,604.158,590.995,601.421,623.235,648.825,644.16,643.75,615.512,618.736,653.572,648.162,601.139,624.62,653.879,672.889,657.213,669.638,684.622,674.813,678.923,713.999,661.141,687.892,700.671,580.166,749.715,666.293,534.689,502.26,481.082,495.136,517.774,450.331,601.012,625.447,583.156,606.297,641.293,572.95,644.118,616.958,
97760,642.246,533.124,536.006,524.493,515.574,576.983,565.554,578.102,610.981,649.553,573.542,665.112,589.593,603.897,618.147,645.189,417.779,481.733,538.816,454.362,550.621,548.208,497.962,550.028,555.454,536.116,574.521,565.305,577.58,591.761,566.781,587.22,566.059,586.165,579.38,586.376,600.364,632.945,628.19,636.283,654.481,637.369,643.599,607.504,646.688,644.306,663.268,646.804,619.927,651.029,665.018,657.213,651.955,704.994,663.634,660.704,658.716,734.77,679.567,672.753,634.043,660.487,661.205,445.957,540.327,451.762,537.688,521.679,476.196,550.808,575.146,602.407,634.078,609.694,626.741,646.567,620.419,
97780,652.227,529.026,530.319,524.653,554.662,511.396,579.981,549.73,619.293,613.775,590.157,746.915,597.421,635.838,644.076,666.716,470.706,491.278,522.827,506.833,464.117,537.046,458.837,554.73,555.454,553.311,560.068,596.693,556.372,555.268,454.882,587.076,592.671,579.123,591.277,602.698,521.186,607.917,595.021,631.233,616.617,645.472,594.915,621.463,618.362,644.306,664.756,608.257,629.924,652.82,664.436,664.976,662.583,756.89,666.906,675.174,690.779,770.135,661.366,752.459,627.335,770.773,671.306,440.359,487.48,486.714,442.902,502.044,498.074,539.567,579.54,597.967,620.367,639.284,601.991,650.299,640.663,
97800,644.907,537.548,519.25,527.994,520.532,541.44,579.463,561.992,627.055,619.699,575.922,652.433,575.382,594.243,656.616,659.595,497.474,495.246,448.99,443.646,474.934,452.45,554.292,554.248,629.412,484.936,573.499,572.202,591.376,562.69,588.032,586.624,587.667,608.895,563.785,587.984,562.02,611.342,608.35,634.23,637.905,617.645,615.239,605.613,623.077,649.352,668.146,623.211,641.785,657.001,659.573,664.976,663.097,671.393,666.906,663.916,767.452,754.849,657.049,713.345,626.872,667.012,659.905,533.068,534.088,525.757,550.648,519.863,517.583,556.268,592.404,619.901,615.568,640.338,573.592,612.502,612.908,
97820,644.691,534.406,519.006,543.225,542.637,585.169,630.016,587.106,619.119,631.218,562.434,665.541,578.613,584.565,612.37,653.167,429.415,528.808,484.475,435.145,545.107,519.601,450.017,447.171,577.757,548.807,557.369,584.594,585.7,583.495,600.646,537.98,569.805,588.299,587.021,554.018,600.354,601.25,568.258,635.506,636.314,645.559,645.256,653.533,632.566,611.114,658.973,659.755,647.985,658.843,655.64,653.224,670.642,679.173,664.256,665.934,680.992,749.975,668.635,725.984,608.767,683.454,661.971,503.287,459.992,542.972,441.903,501.588,466.252,563.453,598.833,583.032,589.781,648.214,603.134,647.765,625.763,
