"Pass","UB-4964 (Cod30)","UB-4960 (BuD391B)","UB-6476 (BuD339)","UB-4734 (MH105c)","UB-4732 (MH094)","UB-4890 (MelSG075)","UB-4728 (MH064)","UB-6041 (CasD182)","UB-6038 (CasD183)","UB-4959 (BuD391A)","UB-4511 (EH090)","UB-4512 (EH091)","MelSG077","UB-4885 (MelSG078)","UB-4884 (MelSG079)","UB-4882 (MelSG080)","UB-4733 (MH095)","UB-6473 (BuD250)","UB-4735 (Ber022)","UB-4739 (Ber134/1)","UB-4836 (WG27)","UB-6472 (BuD222)","UB-6037 (CasD134)","UB-4888 (MelSG089)","UB-6040 (CasD053)","UB-4707 (EH079)","UB-6035 (CasD096)","UB-4975 (AstCli12)","UB-4984 (Lec018)","UB-4835 (ApD134)","UB-4729 (MH068)","UB-6034 (CasD120)","UB-4705 (WHes123)","UB-6033 (WHes113)","UB-4709 (EH014)","UB-4708 (EH083)","UB-5208 (ApD107)","UB-4077 (But4275)","UB-4965 (ApD117)","UB-4889 (MelSG069)","UB-4963 (SPTip208)","UB-6032 (SPTip073)","UB-6036 (CasD013)","UB-4887 (MelSG082)","UB-4883 (MelSG095)","UB-4042 (But1674)","UB-4552 (MaDE3)","UB-4507 (Lec187)","UB-4706 (WHes118)","UB-4502 (Lec138)","UB-4504 (Lec179)","UB-4910 (BloodH22)","UB-4506 (Lec172/2)","UB-4551 (MaDE1 & E2)","UB-4554 (MaDF2)","UB-4549 (MaDC7)","UB-4553 (MaDD10)","UB-6042 (CasD088)","UB-4501 (Lec014)","UB-4503 (Lec148)","SUERC-51539 (ERL G353)","SUERC-51548 (ERL G210)","SUERC-51553 (ERL G116)","SUERC-39108 ERLK G322","SUERC-39109 ERL G362","SUERC-39112 ERL G405","SUERC-51560 ERL G038","SUERC-39091 (ERL G003)","SUERC-39092 (ERL G005)","SUERC-39113 (ERL G417)","SUERC-51549 (ERL G195)","SUERC-51543 (ERL G281)","SUERC-51551 (ERL G193)","SUERC-51552 (ERL G107)","SUERC-39100 (ERL G266)","SUERC-51550 (ERL G254)","SUERC-39096 (ERL G112)",
78140,642.885,518.917,531.017,534.16,552.983,556.014,572.256,578.117,638.854,606.341,571.619,696.56,595.347,603.077,645.668,650.208,532.424,488.411,537.313,548.84,490.84,515.124,593.264,558.673,556.731,565.411,564.763,561.103,609.635,560.145,594.653,589.739,590.371,553.171,596.609,580.106,587.69,598.262,630.111,581.703,642.451,626.011,646.242,636.183,617.18,610.291,653.463,620.258,656.02,651.345,654.25,656.895,653.871,755.213,679.705,751.323,765.756,669.764,770.973,660.554,619.966,654.568,658.198,526.579,523.117,510.189,551.757,472.784,490.4,560.977,558.526,602.421,620.764,643.63,591.279,647.612,601.985,
78160,638.945,514.586,510.846,516.993,538.368,560.942,580.636,554.586,597.626,613.032,585.218,666.477,564.302,597.779,642.076,648.246,503.541,453.044,437.461,446.742,490.959,564.4,545.63,554.834,543.14,583.766,586.248,572.899,580.462,548.359,584.524,590.372,575.852,560.823,593.468,576.052,581.156,618.438,597.272,616.614,650.864,643.807,632.295,608.072,640.454,644.392,653.463,648.331,650.629,641.54,649.73,656.895,659,666.571,749.837,763.196,724.525,750.93,672.865,768.068,617.207,759.138,658.118,503.318,511.953,496.411,547.945,506.692,532.45,571.969,582.051,603.391,631.079,649.743,576.024,644.808,603.532,
78180,639.206,536.029,537.889,537.365,547.311,553.168,578.911,571.785,574.157,625.959,575.988,665.999,627.064,628.313,648.503,650.91,471.609,455.51,513.538,461.969,474.64,551.256,545.63,553.525,540.786,489.579,562.512,554.998,586.896,589.113,439.662,582.837,594.348,577.934,567.999,554.108,587.169,630.365,603.437,637.333,633.702,632.381,637.549,638.147,628.528,644.392,655.767,642.988,650.629,659.199,652.668,656.895,652.895,666.571,657.818,747.411,741.574,665.716,672.865,671.374,605.504,761.935,666.084,433.11,540.02,462.228,555.051,513.766,497.042,575.382,568.186,603.391,642.149,608.235,631.642,641.779,615.999,
78200,656.946,526.592,515.08,528.249,564.177,552.179,626.924,577.733,602.064,638.746,629.163,661.181,564.13,587.294,641.197,662.299,535.104,508.395,558.13,430.197,492.113,557.908,489.449,547.942,569.962,614.516,569.09,566.819,563.787,572.436,585.02,564.332,582.345,576.95,572.572,579.463,591.068,572.334,642.053,638.7,610.844,607.763,611.959,612.183,621.352,624.415,654.75,631.063,608.408,649.791,655.644,660.038,652.824,752.292,758.473,661.966,746.88,668.614,700.742,671.374,636.712,694.943,657.328,453.51,446.958,466.717,560.625,523.698,490.442,560.831,593.121,564.734,626.059,647.34,594.246,644.685,646.184,
78220,646.194,534.539,534.554,533.112,562.14,511.615,580.755,555.704,612.338,617.781,575.532,658.375,578.458,625.491,642.794,662.308,445.453,501.233,462.359,456.715,439.352,491.276,462.434,555.231,568.394,575.384,581.38,553.766,569.471,544.724,554.731,574.361,570.477,569.673,576.245,601.478,572.164,626.41,594.707,611.939,644.783,642.511,604.172,611.585,649.513,647.209,652.811,647.381,627.778,644.825,647.179,660.89,732.932,754.437,694.895,744.289,746.556,675.022,755.454,763.118,603.913,670.267,657.328,449.216,535.315,475.101,496.136,531.271,435.259,593.714,576.464,596.814,615.322,606.809,596.132,653.624,621.694,
78240,644.241,538.777,509.844,528.325,511.942,554.648,584.826,574.686,604.355,648.643,489.142,680.116,580.543,594.234,658.786,660.956,474.194,459.474,525.805,576.458,573.463,560.823,555.078,452.404,550.1,559.405,571.647,543.056,556.061,583.269,565.871,557.056,625.177,576.277,572.122,568.508,580.704,629.87,578.547,632.793,641.434,642.511,641.304,643.43,642.571,639.673,647.002,647.381,652.885,644.825,641.028,660.89,748.34,756.323,756.779,666.368,770.013,662.275,755.454,671.589,623.659,695.491,660.716,475.652,451.721,542.981,508.801,482.269,485.371,569.622,578.098,589.63,648.36,639.474,567.037,629.183,604.317,
78260,651.646,529.312,530.93,511.637,539.954,552.632,565.025,593.456,604.535,626.199,589.695,665.419,577.383,604.443,616.99,661.226,513.458,489.18,451.479,464.749,556.308,552.438,547.338,561.138,562.761,587.699,570.91,603.656,591.681,548.13,543.398,569.858,637.385,581.096,608.866,594.163,574.427,585.992,597.194,610.731,641.007,632.355,625.029,605.67,644.265,608.615,647.557,615.63,657.525,648.02,650.492,653.722,673.939,663.554,666.148,683.569,758.551,667.838,678.499,750.847,633.313,677.861,654.389,486.619,544.431,479.374,543.925,499.162,435.406,583.575,572.829,549.398,639.628,612.683,624.645,648.169,634.178,
78280,649.311,523.215,520.571,534.318,543.249,518.611,589.883,554.481,639.789,618.052,548.734,665.419,575.49,593.925,605.448,649.673,495.91,453.102,465.445,477.964,444.473,447.265,558.859,541.982,550.697,597.761,585.519,569.151,559.789,593.617,575.67,587.982,597.636,563.767,584.444,588.838,588.367,600.22,642.921,609.984,629.888,645.751,627.335,640.376,619.469,649.925,656.286,648.399,653.982,650.22,652.218,655.48,657.166,666.362,697.283,667.053,670.88,764.447,745.575,673.043,618.166,677.575,674.866,515.664,491.521,529.849,491.384,462.196,475.326,544.735,576.89,588.458,624.812,643.3,604.687,648.169,613.714,
78300,649.546,536.285,512.188,523.022,519.401,561.812,613.35,588.944,634.849,638.319,593.691,651.171,571.339,599.038,646.286,658.038,443.86,467.247,494.553,553.348,454.902,559.108,545.571,575.581,535.894,555.772,557.726,579.401,592.538,579.68,573.572,564.769,596.532,556.377,570.991,593.51,589.118,604.559,591.747,606.024,646.765,645.751,648.785,644.523,633.8,649.925,656.286,648.399,616.438,652.185,661.974,658.283,681.716,682.672,667.371,687.013,670.247,673.11,696.107,658.331,638.285,752.761,655.181,427.196,530.286,487.834,496.957,466.574,474.031,558.149,594.981,588.458,598.683,644.444,589.517,618.585,602.718,
78320,630.047,514.579,513.479,526.828,514.12,559.944,574.519,583.108,627.597,655.691,560.262,659.101,582.129,584.614,609.25,652.162,439.233,530.605,442.801,544.979,548.221,591.451,553.125,557.643,502.724,595.221,561.462,580.187,488.513,572.083,574.589,579.262,595.547,587.465,589.017,629.38,591.66,619.842,593.733,626.743,637.216,639.2,611.658,610.545,614.291,652.693,664.976,590.679,661.935,653.964,662.702,654.911,667.077,660.517,667.371,674.421,668.9,680.958,669.018,729.443,604.492,750.873,668.322,546.293,494.277,454.258,542.543,520.866,470.675,547.746,614.293,612.441,591.925,623.322,602.953,645.133,620.755,
78340,639.141,533.574,543.508,520.148,535.347,558.111,580.86,553.525,617.242,628.51,569.977,666.658,593.733,599.391,621.234,659.531,500.036,448.62,502.427,445.439,462.851,551.493,499.831,482.803,543.545,564.044,550.403,566.254,549.325,575.338,560.115,558.82,556.319,560.668,595.531,590.64,616.164,602.915,590.224,622.161,609.595,602.333,618.794,642.115,616.48,618.853,648.544,606.908,609.851,653.964,665.571,662.656,664.999,660.534,659.104,671.191,693.423,750.164,757.066,763.72,627.166,656.16,653.702,525.788,557.81,475.389,486.727,428.417,441.49,550.663,555.907,581.111,646.36,612.525,558.651,647.682,607.453,
78360,646.576,538.99,538.402,512.948,554.512,563.19,564.419,571.132,624.942,633.768,569.977,660.695,582.196,600.579,642.308,676.712,507.178,442.034,446.955,442.905,547.961,566.988,537.178,552.569,550.108,502.909,577.688,447.39,580.494,624.863,599.046,590.497,571.018,574.525,626.04,603.107,600.113,575.71,629.569,608.213,605.204,636.227,608.785,642.115,640.563,645.698,648.342,648.428,632.229,644.019,653.112,658.676,663.923,679.103,684.932,671.191,674.181,686.411,677.261,748.858,619.725,662.608,652.056,453.946,462.385,485.267,507.526,437.885,470.963,571.64,570.582,599.334,631.179,613.106,576.23,616.756,604.009,
78380,639.73,518.263,527.833,528.162,547.207,523.384,565.499,586.041,612.131,613.466,446.719,660.695,554.154,603.074,650.637,771.055,530.699,576.183,533.111,540.729,449.642,543.881,461.112,567.022,456.448,449.282,552.622,452.026,583.583,567.437,571.684,458.464,558.916,573.789,558.269,537.11,602.219,629.269,575.038,590.871,649.689,611.963,602.335,642.104,653.247,651.002,658.211,658.939,621.214,647.462,653.112,666.497,769.433,671.468,675.447,744.385,669.518,762.112,694.236,761.015,603.199,666.852,667.187,433.944,459.251,501.825,510.504,434.283,505.754,548.127,604.357,628.231,625.528,648.718,601.268,638.449,628.984,
78400,636.078,528.077,526.425,537.055,563.235,563.335,568.542,561.979,635.509,603.664,564.784,651.004,603.717,629.827,655.153,658.076,430.622,503.705,449.608,508.167,561.018,435.929,555.071,546.623,561.109,464.343,582.873,569.161,581.991,590.443,566.861,583.166,571.442,579.855,571.508,593.825,582.509,624.527,635.773,628.071,610.499,610.038,608.094,625.256,644.473,655.483,652.37,652.206,626.561,628.301,671.767,649.12,658.374,659.93,664.701,671.497,669.518,670.271,766.155,675.252,638.133,754.853,656.895,533.063,533.214,467.328,561.038,468.525,492.669,544.225,595.885,587.637,625.603,633.895,624.65,639.436,604.232,
78420,642.492,530.971,528.059,525.732,517.736,542.288,579.684,561.513,631.994,619.477,568.707,668.613,581.561,602.959,604.884,651.207,476.464,475.477,547.84,545.006,536.173,482.975,563.18,540.298,561.109,598.213,562.592,565.32,588.108,567.927,585.156,580.179,550.447,633.545,624.638,595.033,591.555,558.849,628.687,616.636,615.601,621.644,614.832,608.386,609.689,646.379,653.915,643.831,651.418,636.362,663.991,651.142,658.374,659.93,755.883,752.116,740.901,675.229,662.045,744.508,610.673,689.388,654.579,440.074,536.198,542.781,543.927,513.789,453.183,545.944,619.771,600.225,611.329,649.143,569.868,644.941,636.168,
78440,643.96,527.736,530.564,521.99,544.581,546.106,566.116,566.204,623.835,619.477,575.274,656.858,575.965,637.083,647.746,652.292,510.506,545.059,552.964,507.934,511.749,570.715,457.532,563.207,561.322,544.499,570.128,565.32,587.546,583.494,562.373,595.884,589.522,563.382,632.583,595.033,591.555,567.45,632.639,587.8,603.036,634.121,643.905,642.211,625.803,611.352,649.669,641.815,656.525,646.56,663.375,651.142,662.296,671.018,672.283,770.87,753.834,669.428,747.289,673.964,628.508,672.11,658.43,532.757,514.161,439.08,550.806,529.022,482.209,584.971,591.092,581.439,637.073,621.679,565.383,620.83,605.892,
78460,649.409,516.148,535.974,518.557,542.874,556.26,590.281,579.542,635.591,645.455,575.988,659.422,618.862,621.019,643.763,658.895,466.312,462.44,439.254,568.221,534.522,559.211,567.719,504.11,547.182,513.057,555.682,562.065,569.551,559.086,604.798,585.373,553.567,627.083,586.668,553.654,594.591,594.434,606.199,634.05,615.698,638.613,639.444,609.919,649.121,652.942,649.669,653.696,610.44,614.25,659.596,651.142,662.296,762.513,667.065,661.404,668.712,671.661,763.938,736.378,579.944,662.822,756.15,482.3,472.566,455.874,542.744,445.215,540.377,553.819,566.58,573.172,603.347,658.113,601.81,643.99,625.41,
78480,647.811,520.318,536.823,519.845,537.978,548.11,576.604,578.345,632.491,650.22,588.362,661.733,582.547,582.583,630.838,652.647,513.297,501.013,538.585,478.448,450.498,443.004,570.814,566.05,503.85,551.272,553.34,540.153,576.122,577.273,608.045,564.655,575.494,588.632,626.949,577.018,600.346,590.491,605.15,614.322,639.571,614.719,646.563,618.337,634.988,644.085,653.41,649.031,611.735,643.995,659.596,658.881,662.296,774.967,752.173,671.656,659.353,666.793,755.847,667.077,594.483,673.188,656.287,538.847,496.061,438.393,440.641,419.686,428.845,553.819,568.086,600.933,612.31,616.562,602.224,611.068,640.289,
78500,644.244,536.677,534.479,511.888,559.77,540.331,593.116,589.619,639.175,622.541,559.047,674.116,577.34,599.378,640.89,652.647,425.818,466.51,443.507,575.081,422.909,545.951,451.015,559.988,547.241,557.649,556.367,589.838,564.575,579.859,645.431,589.153,578.422,563.132,578.842,579.836,578.129,633.555,605.101,630.078,644.38,634.688,609.703,623.759,613.875,648.758,666.103,639.807,624.184,643.995,656.675,654.888,669.463,753.751,757.252,673.396,753.807,661.187,671.796,769.484,612.932,669.704,656.56,535.912,532.705,456.899,430.542,495.646,474.895,543.374,586.305,595.615,608.585,640.355,634.876,640.677,595.396,
78520,644.21,523.945,525.635,529.846,540.057,572.132,580.007,565.799,635.458,626.551,567.366,653.785,575.845,578.424,646.71,674.548,498.588,534.175,554.859,532.403,445.505,460.632,550.139,547.322,570.914,562.33,576.793,562.131,556.592,582.574,575.161,589.246,564.417,590.519,476.94,575.007,597.721,630.804,642.218,623.375,629.878,652.926,636.581,625.211,642.909,608.744,654.227,644.5,651.778,653.668,656.675,655.511,654.679,666.009,733.037,749.708,750.632,666.387,739.345,685.501,628.112,747.714,656.56,441.687,480.123,518.067,437.268,435.111,543.335,561.395,596.809,595.615,618.692,650.156,605.572,613.857,615.59,
78540,642.678,528.725,518.764,546.172,557.432,519.784,580.007,561.226,624.165,623.846,567.366,653.649,572.837,598.403,638.992,659.915,465.751,469.508,497.629,453.798,539.731,569.146,550.139,553.66,547.727,569.803,574.006,501.894,549.157,582.574,560.026,578.736,558.607,587.86,572.725,631.552,571.755,549.435,605.656,640.741,629.124,606.307,648.321,635.191,614.045,652.422,652.054,650.667,651.535,653.668,655.674,656.567,654.262,770.347,769.499,747.877,744.194,667.811,719.005,674.368,605.489,671.632,677.762,472.78,491.721,486.031,537.71,442.962,504.932,549.77,601.455,592.998,604.103,610.326,598.894,618.295,650.544,
78560,645.028,522.441,529.304,525.141,543.942,531.119,597.059,571.987,636.381,583.354,552.745,616.292,579.325,623.434,645.93,661.623,458.304,443.058,479.87,467.033,487.623,542.338,542.45,563.441,448.73,564.184,582.1,567.394,490.17,570.603,586.622,595.963,555.417,576.067,594.936,625.313,576.388,451.402,598.007,606.593,617.192,641.201,604.301,650.8,623.033,650.081,652.054,661.838,650.714,651.842,653.924,656.567,660.005,667.27,746.588,754.1,668.904,754.747,667.751,758.305,636.159,755.844,670.555,480.364,452.989,462.737,432.664,445.186,526.596,561.306,574.37,591.8,634.901,649.805,600.599,637.824,607.241,
78580,668.222,513.512,510.489,511.979,511.869,527.473,579.138,571.969,637.469,648.033,590.035,654.247,604.707,619.451,648.49,656.623,508.077,443.932,519.296,481.751,512.137,564.173,554.449,561.665,569.018,558.179,539.784,571.218,571.894,573.905,594.829,543.373,595.806,591.527,579.609,586.365,599.434,590.87,626.25,629.878,619.163,651.118,650.257,642.263,663.181,647.524,656.265,656.26,614.585,645.67,653.924,656.567,663.887,768.216,668.115,667.388,666.256,682.143,680.721,665.305,612.845,745.212,670.555,498.583,458.271,456.375,531.563,423.408,514.637,564.296,603.542,556.4,608.036,609.17,616.748,647.479,642.616,
78600,637.083,533.786,528.903,511.348,537.305,581.532,586.348,573.634,632.787,635.85,565.966,771.471,574.939,599.879,619.071,652.837,539.789,480.426,462.013,495.177,488.508,533.645,491.026,561.617,579.01,595.159,567.984,564.653,595.124,576.908,588.1,572.495,601.368,593.011,587.163,599.53,639.715,596.633,577.954,642,644.621,632.156,644.946,628.592,624.695,650.848,664.37,657.109,651.574,651.744,653.924,649.228,662.615,696.413,665.831,753.945,683.479,758.091,753.721,689.449,611.769,678.98,664.558,530.57,503.376,557.352,495.875,498.586,543.911,560.046,600.857,604.255,609.737,640.419,563.118,647.479,601.435,
78620,640.265,524.703,517.291,520.283,546.566,537.309,544.223,591.481,604.424,653.405,605.023,656.946,597.214,637.742,646.845,650.165,476.918,498.85,525.729,554.42,446.65,483.749,455.278,566.316,518.045,580.137,488.417,568.803,625.889,593.762,603.138,586.977,592.067,556.783,599.517,637.739,588.643,596.633,608.91,581.552,631.117,607.289,642.724,640.448,619.934,650.848,654.603,611.22,653.339,641.458,621.59,663.86,664.964,690.299,671.743,762.031,731.188,747.225,749.689,657.731,598.379,674.61,661.397,498.14,538.114,537.531,544.33,533.248,459.503,562.204,557.905,591.308,621.461,652.394,594.941,648.472,605.628,
78640,644.68,531.016,528.45,542.785,533.219,559.933,594.741,576.418,601.427,643.388,551.66,666.3,569.98,578.161,607.14,657.135,425.442,437.859,424.632,572.85,452.902,501.636,490.141,541.476,559.85,558.993,566.068,549.301,581.229,582.216,604.107,574.375,594.016,576.819,583.097,610.79,601.05,588.89,590.867,607.637,642.3,647.041,646.786,639.447,639.673,617.65,657.049,615.52,621.618,646.398,621.789,662.375,664.964,750.848,665.152,747.323,766.847,761.529,770.668,672.428,636.013,658.601,656.936,435.299,474.799,493.002,459.367,440.077,439.412,559.225,581.905,635.821,609.812,647.537,594.68,644.323,604.34,
78660,642.847,534.827,532.252,535.129,528.224,544.955,557.841,555.101,640.189,621.541,570.093,697.329,574.523,582.486,651.998,655.019,464.379,497.208,486.007,555.246,440.504,496.745,564.081,564.054,445.606,572.972,582.122,564.808,560.045,590.082,557.315,572.748,545.903,579.193,584.277,604.709,586.118,595.782,581.69,632.904,617.199,615.748,641.172,650.259,649.904,611.97,660.386,648.359,650.527,646.398,655.149,662.375,668.244,752.597,680.17,766.486,765.738,663.143,676.344,672.813,603.387,665.531,658.99,515.531,441.172,440.653,481.743,509.66,454.629,561.126,578.395,604.412,635.286,598.983,599.385,617.557,637.967,
78680,642.872,520.021,520.845,524.228,529.761,555.935,569.565,548.296,621.112,644.764,550.054,657.434,567.406,587.466,613.383,657.507,506.422,442.295,516.815,445.615,549.477,544.084,552.348,544.288,547.469,575.944,556.557,585.192,593.2,554.052,586.997,567.999,579.489,591.75,571.233,570.013,597.365,618.063,585.756,601.53,642.643,612.719,624.667,618.319,601.587,636.67,664.396,628.86,661.389,646.398,667.195,662.316,650.606,749.195,665.613,693.9,759.733,672.443,747.098,770.675,598.68,670.262,653.063,525.962,476.39,448.071,489.019,514.375,476.467,562.944,579.397,606.535,624.434,608.85,601.487,633.299,597.957,
78700,637.811,517.908,521.025,515.431,548.882,544.293,636.562,578.357,621.901,644.764,572.101,669.723,451.15,573.249,646.816,678.648,459.673,459.22,515.512,489.911,513.36,442.943,460.426,562.521,603.89,545.32,573.119,563.378,591.671,577.551,586.997,577.433,636.119,581.39,555.573,592.641,589.702,626.691,606.285,596.924,599.795,637.953,605.437,645.739,587.709,609.815,658.535,649.196,652.163,643.977,619.219,661.065,654.961,671.919,661.483,684.053,677.44,756.128,756.438,749.477,626.166,682.419,747.772,525.482,476.844,437.196,442.098,413.547,506.516,572.123,588.391,625.243,631.681,651.149,584.887,657.374,567.468,
78720,654.661,518.171,522.943,521.647,549.418,544.182,585.634,578.357,637.158,609.116,571.528,669.723,551.516,610.387,648.005,661.351,461.621,561.886,449.09,557.254,446.086,578.49,556.861,561.896,539.902,558.431,588.032,550.409,575.699,589.485,585.728,574.111,569.106,558.565,592.179,590.326,590.06,636.941,634.382,588.866,632.941,634.847,608.174,649.014,643.969,654.951,650.329,613.977,619.722,625.341,648.871,651.341,668.45,680.712,661.922,668.967,679.019,698.619,764.838,742.744,594.966,695.914,754.483,529.152,533.101,484.058,496.307,429.31,451.055,581.514,589.75,585.84,629.57,643.21,597.274,639.253,630.907,
78740,645.381,512.696,531.9,539.809,568.977,569.775,549.331,584.554,632.464,615.448,588.607,661.968,592.564,597.043,649.614,661.351,466.102,541.766,456.135,444.221,476.558,511.28,563.481,543.563,552.704,551.473,595.952,589.055,582.729,576.152,581.652,596.898,589.534,582.165,578.168,592.454,620.327,601.365,594.631,599.156,651.527,649.01,624.638,640.602,615.923,625.899,662.079,645.438,650.291,635.493,700.945,663.652,669.768,770.454,751.977,672.326,761.312,771.035,663.646,669.344,622.321,678.875,662.103,470.466,481.414,550.355,543.451,533.175,508.557,575.529,575.394,589.706,608.319,618.304,595.381,616.35,640.363,
78760,647.648,526.871,528.072,541.576,552.983,567.078,580.823,549.996,639.679,622.746,566.444,755.889,594.218,603.986,644.15,655.277,529.099,489.081,549.057,509.59,482.193,453.462,541.044,458.068,564.54,558.332,581.676,596.665,546.978,602.344,581.652,563.202,582.705,576.688,589.551,561.27,624.923,601.532,572.837,585.918,638.32,642.298,632.245,644.218,612.401,649.385,662.629,644.731,641.085,657.512,643.775,661.359,661.508,758.235,675.387,756.801,670.002,683.836,663.646,748.385,599.899,671.297,693.962,528.438,531.302,447.245,562.062,437.708,420.041,545.588,594.733,614.486,609.728,641.113,565.741,620.044,621.718,
78780,646.085,516.366,538.095,524.05,537.405,555.277,596.433,607.57,619.579,622.905,572.569,666.033,574.5,629.139,645.195,652.221,466.649,454.995,444.501,510.063,517.302,535.994,485.031,570.632,557.409,571.025,580.74,487.86,612.864,554.317,556.506,585.873,598.687,583.062,584.39,603.043,575.481,596.629,580.073,606.423,610.706,632.63,638.005,650.324,641.415,640.869,655.931,653.539,656.167,648.786,648.174,661.359,679.145,765.5,672.784,667.611,755.577,677.718,747.775,674.465,578.537,657.608,658.692,554.403,542.602,485.99,550.4,439.841,489.826,433.747,584.464,610.176,642.404,626.33,584.939,647.776,629.63,
78800,635.357,525.516,523.302,530.825,533.284,556.904,574.595,571.75,639.652,651.913,572.692,657.619,599.998,640.982,650.397,652.555,427.62,531.962,467.505,512.651,514.867,556.368,547.362,567.972,569.899,577.26,580.959,563.243,564.619,552.766,591.296,558.617,578.274,576.863,560.075,586.532,581.985,555.013,605.206,554.802,629.44,610.242,634.222,650.778,655.936,640.869,652.76,649.234,649.37,648.786,666.759,659.14,660.311,716.356,665.616,662.18,767.125,747.691,669.62,682.607,576.273,671.261,648.772,535.46,474.453,495.575,455.087,422.688,488.314,507.321,588.509,598.915,598.895,643.461,638.669,605.815,626.035,
78820,629.721,516.961,522.618,520.364,534.504,546.676,552.341,550.957,637.694,608.385,555.922,655.193,584.111,589.181,647.915,656.568,522.759,468.928,505.788,446.673,538.733,563.012,554.692,439.523,543.636,496.15,574.789,561.371,560.741,570.533,557.457,590.879,578.274,581.998,603.683,584.661,578.711,606.922,607.164,599.702,640.459,603.136,639.416,617.598,607.311,634.821,656.361,610.512,644.506,651.433,656.292,659.565,667.687,702.997,699.146,663.545,686.206,768.342,663.068,762.954,610.607,661.42,669.671,457.702,432.967,440.026,491.012,423.946,445.73,541.851,594.505,599.572,610.2,641.616,636.917,642.796,642.031,
78840,640.756,536.84,542.542,539.7,554.018,565.421,590.991,583.984,622.218,634.501,541.521,656.059,563.586,627.801,641.878,648.353,424.515,490.184,451.904,513.15,477.49,543.79,550.504,570.061,572.069,552.864,574.789,589.131,560.4,589.354,544.476,590.78,565.894,598.34,552.174,637.799,587.99,594.035,606.292,614.711,651.477,613.823,626.204,645.295,610.862,639.284,656.361,651.659,643.935,654.34,656.292,655.074,663.061,675.953,653.887,665.793,668.7,669.287,760.568,758.772,635.904,668.032,655.962,440.973,465.163,480.138,537.779,520.341,484.595,581.857,588.223,583.525,621.971,650.402,565.472,644.204,640.852,
78860,644.721,520.431,539.262,517.943,563.926,571.714,568.249,564.08,643.824,641.58,567.395,658.496,589.071,603.032,619.891,648.353,503.265,453.711,479.18,564.4,564.054,538.269,448.583,550.307,556.93,570.196,556.439,577.189,563.072,586.718,539.736,580.411,573.057,557.374,606.536,642.168,577.744,595.377,591.477,629.472,611.121,639.48,607.496,621.892,626.754,610.509,659.181,601.144,652.238,640.378,656.292,661.764,680.646,656.176,755.988,680.922,744.625,692.575,751.643,697.614,613.645,754.692,750.825,553.504,549.296,504.144,558.88,438.831,487.974,550.988,574.111,602.091,604.989,623.549,555.232,630.276,591.04,
78880,641.418,512.656,537.383,517.333,567.461,571.977,594.529,584.588,621.111,606.702,566.669,677.998,598.254,598.514,646.113,661.826,498.265,433.467,491.773,542.011,440.595,568.301,569.416,477.897,557.744,546.84,555.363,571.965,560.736,559.203,592.611,567.593,575.15,565.791,452.702,595.603,578.073,585.819,637.214,646.128,623.626,601.145,621.675,631.861,618.361,651.792,663.418,631.948,652.238,662.55,656.292,661.764,658.734,674.156,665.866,676.467,677.184,747.102,766.722,668.237,639.351,673.358,666.317,478.883,447.37,443.623,532.309,473.303,465.047,545.391,590.927,586.394,644.098,641.291,578.728,651.443,584.99,
78900,647.634,517.63,540.052,531.176,546.32,572.746,583.944,584.588,640.546,617.866,583.271,663.891,594.027,617.69,647.929,661.826,496.247,572.092,478.763,560.46,486.599,481.111,559.852,561.668,562.259,545.036,547.175,568.141,569.854,547.479,628.478,578.926,607.461,590.797,560.073,571.683,581.306,596.141,590.545,613.517,608.527,615.17,627.604,597.524,634.195,635.462,613.629,666.689,611.803,613.916,656.292,659.406,663.328,671.354,665.866,683.305,677.184,678.854,735.434,765.942,603.143,752.94,659.761,438.634,465.417,482.537,561.739,509.026,469.745,439.204,596.819,624.102,636.399,618.48,579.801,663.272,626.584,
78920,647.972,527.215,512.643,518.848,533.103,528.17,588.713,543.746,630.25,610.378,578.029,666.113,569.538,595.064,618.692,667.665,534.249,445.097,448.147,471.797,546.132,555.158,441.791,558.476,482.293,460.297,585.954,445.181,562.279,626.718,593.897,587.285,525,566.487,629.306,609.338,564.116,598.317,631.218,595.881,644.794,648.753,607.268,645.774,649.651,636.874,606.164,640.299,655.924,656.411,652.771,663.471,650.053,755.051,677.443,745.524,678.133,750.118,667.837,672.29,632.871,659.975,659.761,514.699,552.709,553.898,544.242,527.67,438.121,462.66,583.596,606.462,617.415,612.112,593.114,644.706,621.987,
78940,637.4,515.303,551.48,538.349,545,593.405,590.639,567.009,631.952,645.87,547.217,756.06,606.431,624.636,643.69,651.953,489.96,535.746,490.985,490.553,555.882,494.645,484.431,518.623,557.237,483.923,551.606,594.813,596.8,559.733,596.074,592.085,447.704,588.035,579.342,600.577,582.376,598.967,630.687,620.077,633.355,644.021,615.007,619.81,634.503,612.344,655.241,647.808,625.367,649.684,655.381,663.471,757.498,676.851,752.513,751.118,663.068,759.793,675.013,674.166,635.731,659.975,662.266,535.267,499.582,452.047,448.344,497.868,526.45,552.688,586.98,582.803,652.479,641.562,574.01,650.406,630.171,
